text,label,source,source_text
"From Wall Street to Wisconsin, financial brokers applaud Trump's directive. NEW YORK (Reuters) - On Friday, U.S. President Donald Trump took decisive action to dismantle a retirement advice regulation that wealth managers from Wall Street to Wisconsin have been lobbying against for the past six years. This significant measure, originating from the Obama administration, is known as the fiduciary rule, which mandates that brokers and financial advisors prioritize the best interests of retirement savers. This regulation limits their capacity to earn commissions and to market certain higher-fee products. Wall Street contends that it could disadvantage consumers by increasing compliance expenses and thus fees, and compel them to eliminate Main Street clients as well as small businesses that provide 401(k) plans. Trump's executive order instructs the Labor Department to assess whether the rule requires modification or repeal. Both advocates and detractors are preparing to present their arguments. However, the industry seems to have the upper hand, as Trump officials have indicated intentions to generally reduce regulations and specifically criticized the fiduciary rule. The Chamber of Commerce, among various trade organizations that have launched lawsuits to overturn the regulation, praised Trump's action. ""We anticipate prompt measures from the Department of Labor to implement this delay and reassess policy and legal aspects,"" stated the Chamber. Stocks of banks with significant wealth management operations surged on Friday, with Bank of America (BAC.N) rising by 2.5 percent, Morgan Stanley (MS.N) increasing by 5.5 percent, and Wells Fargo (WFC.N) climbing over 2 percent. Insurance companies, whose annuity product sales were threatened by the rule, also experienced gains, with Prudential (PRU.N) up 1.9 percent and Metlife (MET.N) gaining 1 percent. ""Everyone will be relieved that the DOL's haste to finalize it before the administration change has been postponed,"" remarked Judi Carsrud, director of government relations for the National Association of Insurance Financial Advisors (NAIFA), which has opposed the regulation for years. NAIFA intends to pursue a ""very straightforward"" solution, such as a ""legislative approach"" that instructs retirement account advisors to act in the best interests of their clients—a benchmark that Carsrud believes the group’s members already satisfy. The Obama administration indicated that conflicted advice costs American families $17 billion annually, a figure that the industry claims is exaggerated. However, there is consensus regarding the substantial costs firms would incur to comply with the new rule, with the Labor Department estimating this could reach as much as $31 billion over the next decade. Banks have begun adjusting their practices, with Bank of America announcing this week that it would more transparently disclose the fees it imposes on clients of its Merrill Lynch wealth management division. Bank of America Corp had already started reducing “transactional” accounts that charge clients a commission for each trade, rather than a flat fee based on assets. Morgan Stanley (MS.N) has opted to maintain such accounts but is implementing changes that will enable advisors to operate within the rule’s limitations by developing new contracts, retraining advisors, and upgrading supervisory software. Swiss bank UBS UBSN.VX embraced Trump's directive and expressed support for establishing a fiduciary rule under the Securities and Exchange Commission, which could extend to all advisors, not merely retirement advisors. Wells Fargo stated it would continue collaborating with regulators to ensure enhanced standards of care for investment clients. Other banks either declined to respond or were not immediately reachable for comment. Adapting to these changes has been particularly challenging for smaller financial advisors. Juli McNeely, who operates McNeely Financial Services in Spencer, Wisconsin, along with two colleagues, has dedicated between 45 and 60 hours each week since December preparing for the regulation. Their focus has primarily been on determining which clients from their rural community should transition to paying a flat fee for financial advice, rather than commissions, and developing new",0,synthetic_real,"From Wall Street to Wisconsin, brokers cheer Trump's order. NEW YORK (Reuters) - With a swipe of his pen, U.S. President Donald Trump on Friday started killing off a retirement advice rule that wealth managers from Wall Street to Wisconsin have spent the last six years lobbying against. A landmark policy from the Obama era, the so-called fiduciary rule requires brokers and financial advisers to act in the best interest of retirement savers. This restricts their ability to earn commissions and to sell some higher-fee products. Wall Street has argued it would harm consumers because it would raise compliance costs and therefore fees, and force them to get rid of Main Street clients and small businesses that offer 401(k) plans. Trump’s executive order asks the Labor Department to review whether the rule needs to be changed or dumped. Both supporters and opponents are girding to argue their case. But the industry has the edge, with Trump officials stating they were planning on rolling back "
"Lebanon's President Michel Aoun is reaching out to diplomats for assistance in resolving the enigma related to the resignation of former Prime Minister Saad al-Hariri, as reported by Al-Manar TV on Thursday. Discussions with ambassadors are intended to seek clarification on the events that prompted Hariri's resignation, who has not yet returned to Lebanon, according to an official source who spoke to Reuters.",0,synthetic_real,"Lebanon president seeks diplomatic help on PM resignation: Al-Manar TV. BEIRUT (Reuters) - Lebanese President Michel Aoun is seeking help from diplomats to uncover the mystery surrounding ex-Prime Minister Saad al-Hariri s resignation, al-Manar TV reported on Thursday. Meetings with ambassadors aim to ask for help in clarifying the circumstances that led to the resignation of Hariri, who has yet to return to Lebanon, an official source told Reuters."
"Greek law enforcement faces limitations: EU court favors women. LUXEMBOURG (Reuters) - Police forces within the European Union are prohibited from implementing universal height criteria for recruits, as this practice discriminates against women, the highest court in the EU declared on Wednesday, rejecting a position from the Greek administration. The government in Athens had supported a minimum height standard of 1.70 meters (5 feet 7 inches) for individuals seeking admission to the Greek police academy after a female applicant raised concerns about gender discrimination when her entry was denied in 2007 due to her short stature. However, the European Court of Justice determined that such a universal requirement lacked justification. The court noted that certain police duties, such as traffic management, do not necessitate specific physical traits, and even for roles that do require physical fitness, assessments could be designed to be less discriminatory toward women. In Greece, women represent 13 percent of the police force. In comparison, France has 18 percent, having eliminated a 1.60-meter height requirement in 2010, while England and Wales have 29 percent, having done away with minimum height standards for both genders 27 years ago. Until 1990, women in England were required to be at least 1.60 meters tall to become police officers, which is 3 centimeters shorter than the requirement for men.",0,synthetic_real,"Greek police cut down to size: EU court rules for women. LUXEMBOURG (Reuters) - European police forces cannot impose blanket height restrictions on recruits because that discriminates against women, the EU s top court ruled on Wednesday, throwing out an argument from the Greek government. Athens had defended a minimum height requirement for entry to the Greek police academy of 1.70 meters (5 feet 7 inches) after a woman complained of sex discrimination when her application to join the force was rejected in 2007 because she was too short. But the European Court of Justice ruled that such a blanket restriction was not justified. It said some tasks in the police - it cited traffic duty - do not require special physical characteristics while even for those for which a physical aptitude is needed, tests could be less discriminatory against women. Women account for 13 percent of police officers in Greece. That compares to 18 percent in France, where a 1.60-metre rule was scrapped in 2010, an"
"The U.S. electric vehicle tax credit will remain intact in the Republican tax bill. WASHINGTON (Reuters) - A revised Republican tax proposal unveiled late on Friday does not remove the $7,500 tax credit for electric vehicles, contrary to what Republicans in the U.S. House of Representatives had previously suggested. This decision aligns with the Senate version passed last month, which also retained the credit. Eliminating this incentive could have negatively impacted automakers such as General Motors Co (GM.N), Volkswagen AG (VOWG_p.DE), Tesla Inc (TSLA.O), and Nissan Motor Co (7201.T). Under the existing legislation, consumers can receive a $7,500 tax credit to help offset the costs of plug-in electric vehicles. This tax credit begins to phase out when a manufacturer sells 200,000 plug-in vehicles. Once an automaker reaches that sales threshold, the $7,500 tax credit remains available for at least three additional months before it gradually diminishes. Consumers can currently claim the credit until the manufacturer sells 200,000 plug-in vehicles. Electric vehicles are generally more expensive due to their high-cost batteries compared to gasoline-powered cars. The Electric Drive Transportation Association expressed satisfaction in a statement late Friday regarding the retention of the credit, stating, ""The credit supports innovation and job creation while helping drivers access advanced vehicle technology."" Earlier this week, over 50 automakers and various companies and organizations sent a letter to Congress advocating for the preservation of the credit, including Ford Motor Co (F.N), BMW AG (BMWG.DE), GM, and Uber Technologies Inc. Former President Barack Obama had consistently suggested increasing the electric vehicle tax credit to $10,000 and transforming it into a point-of-sale rebate, but Congress did not pass this proposal. Automakers are under obligations from California and several other states to produce an increasing number of zero-emission vehicles and have indicated that these credits are vital for compliance with the regulations.",0,synthetic_real,"Republican tax bill retains U.S. electric vehicle tax credit. WASHINGTON (Reuters) - A compromise Republican tax bill released late Friday does not eliminate a $7,500 electric vehicle tax credit as Republicans in the U.S. House of Representatives had previously proposed. The measure follows the lead of the Senate version approved last month that did not eliminate the credit. Killing the credit could have hurt automakers like General Motors Co (GM.N), Volkswagen AG (VOWG_p.DE), Tesla Inc (TSLA.O) and Nissan Motor Co (7201.T). Consumers under current law are eligible for a $7,500 tax credit to defray the cost of plug-in electric vehicles. The electric vehicle tax credit starts to phase out after a manufacturer sells 200,000 plug-in vehicles. After an automaker hits that point, the $7,500 tax credit is still available for at least three more months before phasing out.  Consumers are currently allowed to take the credit on vehicles until the manufacturer hits 200,000 plug-in vehicles sold."
"Senator Susan Collins, a moderate Republican from Maine, has announced her intention to continue serving in the U.S. Senate instead of pursuing a gubernatorial campaign. This decision comes after she played a vital role in halting her party's attempts to repeal the Affordable Care Act earlier this year. The four-term senator gained national recognition this summer as one of three Republican senators who voted against a bill aimed at repealing the law commonly known as Obamacare in July, a decision that displeased President Donald Trump. On Friday, Collins expressed that staying in the Senate would enable her to advocate for significant reforms in the U.S. healthcare system. Although she voted against major healthcare legislation with other Senate Republicans in 2009, Collins acknowledged the necessity for urgent improvements, criticizing the manner in which repeal initiatives were approached over the summer. ""When dealing with an issue that impacts millions of Americans, we must comprehend the repercussions of our actions, rather than voting on bills in the early hours that have not undergone substantial hearings,"" stated Collins, 64, while addressing business leaders in Rockland, a city located in the midcoast region of Maine. ""We need to cease allowing partisanship to be the pre-existing condition that hinders meaningful healthcare reform."" She emphasized the urgent need to stabilize insurance markets, advocating for the establishment of high-risk pools. Additionally, Collins proposed that employers should be mandated to provide healthcare coverage exclusively for individuals who work 40 hours a week or more, raising the threshold from the current 30 hours. For several weeks, Collins had publicly entertained the possibility of running to succeed Governor Paul LePage, a staunch conservative who was first elected in 2010 with strong backing from the populist Tea Party movement. State statutes prevent LePage from seeking a third term. Collins and LePage represent the two extremes of the Maine Republican Party. According to a seasoned political analyst from Maine, Collins’ independence has rendered her an increasingly influential figure in Washington. ""She is at the core of nearly every significant policy discussion and major vote in the U.S. Senate,"" remarked Mark Brewer, a political science professor at the University of Maine. ""She remains a crucial player on any issue she chooses to prioritize."" Senate Majority Leader Mitch McConnell praised her decision: ""Her choice to stay in the Senate is significant not only for the residents of Maine, whom she serves exceptionally well, but also for the nation at large.""",0,synthetic_real,"Republican Collins will stay in U.S. Senate, focused on healthcare. (Reuters) - U.S. Senator Susan Collins of Maine, a moderate Republican who helped block her party’s efforts to repeal the Affordable Care Act this year, said she planned to remain in her current office rather than run for governor. The four-term incumbent attracted national attention this summer as one of three Republican senators who voted in July against a bill to repeal the law often called Obamacare, a move that angered U.S. President Donald Trump. She said on Friday that remaining in the Senate would allow her to use her powerful voice in reforming the U.S healthcare system. Collins, who like all Republicans in the Senate in 2009 voted against the sweeping healthcare legislation, said she believed urgent action was needed to improve it but criticized the way repeal efforts had been handled over the summer. “When we’re dealing with an issue that affects millions of Americans, we need to understand the consequences "
"Multinational corporations are facing unexpected challenges due to a Republican excise tax proposal. WASHINGTON/LONDON (Reuters) - The tax legislation introduced last week in the U.S. Congress by Republicans may disrupt the global supply chains of major multinational firms by imposing a 20-percent tax on cross-border transactions that these companies routinely engage in between their affiliated business units. According to tax experts, European multinationals, many of which currently incur minimal U.S. taxes on their U.S. profits owing to tax treaties and the rerouting of U.S. earnings to their home countries or other low-tax areas, could be particularly adversely affected if the proposed tax is enacted. Some analysts warned that the initiative could violate international tax treaties, the World Trade Organization regulations, and other global norms that prevent the double taxation of profits if the new tax does not consider the income taxes that have already been paid in other nations. This proposed tax, which is embedded within the extensive 429-page legislation endorsed by President Donald Trump, surprised corporate tax strategists and left them racing to comprehend its implications and objectives, as well as the likelihood of Congress voting on it. Reuters reached out to seven multinational firms and four industry associations. None were willing to provide direct comments regarding the proposal, with most indicating they were still assessing the comprehensive tax package. This proposal forms part of a wide-ranging tax reform initiative introduced by House Republicans on Thursday, which aims to reduce overall tax burdens and streamline the tax code. The future of these proposed reforms remains uncertain, with numerous weeks, and potentially months, of debate and vigorous lobbying ahead. The overall House package has faced backlash for potentially increasing the federal budget deficit and disproportionately benefiting wealthy individuals and large corporations. Nevertheless, experts noted that the corporate tax segment includes several ambitious proposals deserving of further examination. They pointed out that the 20 percent excise tax is one such measure aimed at addressing the issues associated with transfer pricing, wherein multinationals establish the prices of goods, services, and intellectual property that continuously transfer among their domestic business units. According to global standards, these prices should be comparable to those found in the open market. However, if a foreign parent company charges inflated prices to its U.S. affiliates, it can lower its U.S. tax obligations and effectively shift profits to a jurisdiction with lower tax rates, thereby decreasing the overall tax liabilities of the entire corporation. ""It is evident that there is a transfer-pricing concern, and action should be taken,"" stated Steven Rosenthal, a senior fellow at the Tax Policy Center, a nonpartisan think tank based in Washington. ""I would characterize this 20-percent excise tax as a blunt tool to tackle the issue. The drawback of blunt instruments is that they may sometimes hit the intended target and at other times affect unintended targets,"" remarked Rosenthal, who previously served as legislative counsel at Congress’s Joint Tax Committee. Under the proposed legislation, U.S. business entities that import goods, pay royalties, or incur other tax-deductible, non-interest fees to foreign parent companies or affiliates as part of their operations would either be subjected to a 20-percent tax on these transactions or must agree to categorize the amounts as income linked to their U.S. operations and therefore liable for U.S. taxes. As suggested, the new tax regulation would only apply to businesses with payments exceeding $100 million from U.S. units to foreign affiliates. The rule is set to take effect only after 2018. European companies that market foreign-manufactured products in the U.S. through local distribution channels could be among those significantly impacted, as noted by Michael Mundaca, co-director of the national tax division at the accounting firm Ernst & Young. Such firms may face the prospect of being taxed on these transfers twice—first through the excise tax in the United States and subsequently in their home countries, where they are already taxed, and where the new U.S. tax would not be recognized without amendments to bilateral tax treaties. ""That would create a scenario that would, at least initially, be affected by the",0,synthetic_real,"Multinationals grapple with Republican excise tax surprise. WASHINGTON/LONDON (Reuters) - The Republican tax bill unveiled last week in the U.S. Congress could disrupt the global supply chains of large, multinational companies by slapping a 20-percent tax on cross-border transactions they routinely make between related business units.   European multinationals, some of which currently pay little U.S. tax on U.S. profits thanks to tax treaties and diversion of U.S. earnings to their home countries or other low-tax jurisdictions, could be especially hard hit if the proposed tax becomes law, according to some tax experts. Others said the proposal could run afoul of international tax treaties, the World Trade Organization and other global standards that forbid the double taxation of profits if the new tax did not account for income taxes paid in other countries. The proposed tax, tucked deep in the 429-page bill backed by President Donald Trump, caught corporate tax strategists by surprise"
"Trump: Following taxes, healthcare, infrastructure and welfare reforms are next. WASHINGTON (Reuters) - On Monday, U.S. President Donald Trump indicated that he intends to address the issues of healthcare, infrastructure, and welfare reform shortly after the Republicans finalize their tax overhaul, which the party has committed to completing by year’s end. ""We will be presenting plans regarding healthcare, infrastructure, and welfare reform, which is urgently needed in this nation, soon after taxes,"" he remarked to reporters at the White House before a meeting with his Cabinet secretaries.",0,synthetic_real,"Trump: Healthcare, infrastructure, welfare reforms up next after taxes. WASHINGTON (Reuters) - U.S. President Donald Trump on Monday said he plans to take up  healthcare, infrastructure and welfare reform issues soon after Republicans’ tax overhaul is finalized, which the party has pledged to complete by the end of the year. “We’ll be submitting plans on healthcare, plans on  infrastructure and plans on welfare reform, which is desperately needed in this country, soon after taxes,” he told reporters at the White House ahead of a meeting with his Cabinet secretaries."
"Trump announces additional sanctions against North Korea. NEW YORK (Reuters) - On Thursday, President Donald Trump declared that the United States plans to impose further sanctions on North Korea. In recent weeks, tensions have heightened regarding Pyongyang's missile and nuclear arsenal, despite significant pressure from global powers. ""We will be putting more sanctions on North Korea,"" Trump stated when asked during a meeting with Afghan President Ashraf Ghani. Regarding Afghanistan, Trump mentioned that the U.S. military is focusing more on leading than on engaging in combat.",0,synthetic_real,"Trump says will be putting more sanctions on North Korea. NEW YORK (Reuters) - President Donald Trump said on Thursday the United States would be adding more sanctions on North Korea. Tensions have escalated in recent weeks over Pyongyang s missile and nuclear weapons program, despite intense pressure from world powers.  We will be putting more sanctions on North Korea,  Trump said in response to a question at a meeting with Afghan president Ashraf Ghani. On Afghanistan, Trump said the U.S. military was doing more leading than fighting."
"White House officials stated that President Barack Obama did not express a preference for any candidate in the Democratic presidential nomination contest during a fundraising event for the Democratic National Committee. On Thursday, spokesperson Josh Earnest informed reporters in Washington that he was questioned about a New York Times article, which claimed Obama urged Democratic supporters to back candidate Hillary Clinton at the fundraiser held in Austin, Texas, the previous weekend.",0,synthetic_real,"Obama did not indicate preference for Democratic candidate: White House. WASHINGTON (Reuters) - President Barack Obama did not specify a candidate preference in the race for the Democratic presidential nomination at a Democratic National Committee fundraising event, White House spokesman Josh Earnest told reporters on Thursday. Earnest was asked about a New York Times report that said Obama told Democratic donors to rally behind candidate Hillary Clinton during the fundraiser in Austin, Texas last weekend."
"China expresses support for Myanmar's initiatives to improve the circumstances in Rakhine. BEIJING (Reuters) - Wang Yi, China's Foreign Minister, stated that China appreciates the actions undertaken by the Myanmar government to improve the situation in Rakhine state. Wang shared these remarks on Thursday in New York during a discussion held alongside the annual United Nations General Assembly with officials from Myanmar, as reported by a statement from the Foreign Ministry. Over 400,000 Muslim Rohingya individuals have sought refuge in Bangladesh after fleeing Rakhine due to a counter-insurgency campaign by Myanmar's military, which was launched in response to militant attacks on security personnel. U.N. representatives have characterized Myanmar's approach as ethnic cleansing.",0,synthetic_real,"China welcomes Myanmars efforts to alleviate situation in Rakhine. BEIJING (Reuters) - China s Foreign Minister Wang Yi said China welcomes the measures taken by Myanmar s government to alleviate the situation in Rakhine state.  Wang made the comments in New York on Thursday on during a meeting on the sidelines of the annual United Nations General Assembly with Myanmar officials, according to a Foreign Ministry statement. More than 400,000 Muslim Rohingya have fled from Rakhine across the border to Bangladesh following a counter-insurgency offensive by Myanmar s army in the wake of militant attacks on security forces. U.N. officials have described Myanmar s strategy as  ethnic cleansing ."
